ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:41:37.947Z hisSize:33838 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint amSensorAM107ModelId:"_amSensorAM107_point:humidity" point maxVal:100 his minVal:0 disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" humidity navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-07cee7e3 "Site B Room 5 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" unit:"%RH" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-01-04T07:40:17+02:00 Bucharest,40%RH
2025-01-04T07:45:00+02:00 Bucharest,40%RH
2025-01-04T08:00:00+02:00 Bucharest,40%RH
2025-01-04T08:15:00+02:00 Bucharest,40%RH
2025-01-04T08:30:00+02:00 Bucharest,40%RH
2025-01-04T08:45:00+02:00 Bucharest,40%RH
2025-01-04T09:00:00+02:00 Bucharest,40%RH
2025-01-04T09:01:00+02:00 Bucharest,39.5%RH
2025-01-04T09:15:00+02:00 Bucharest,39.5%RH
2025-01-04T09:30:00+02:00 Bucharest,39.5%RH
2025-01-04T09:40:16+02:00 Bucharest,39%RH
2025-01-04T09:45:00+02:00 Bucharest,39%RH
2025-01-04T10:00:00+02:00 Bucharest,39%RH
2025-01-04T10:15:00+02:00 Bucharest,39%RH
2025-01-04T10:30:00+02:00 Bucharest,39%RH
2025-01-04T10:45:00+02:00 Bucharest,39%RH
2025-01-04T11:00:00+02:00 Bucharest,39%RH
2025-01-04T11:15:00+02:00 Bucharest,39%RH
2025-01-04T11:30:00+02:00 Bucharest,39%RH
2025-01-04T11:40:16+02:00 Bucharest,39.5%RH
2025-01-04T11:45:00+02:00 Bucharest,39.5%RH
2025-01-04T12:00:00+02:00 Bucharest,39.5%RH
2025-01-04T12:15:00+02:00 Bucharest,39.5%RH
2025-01-04T12:30:00+02:00 Bucharest,39.5%RH
2025-01-04T12:45:00+02:00 Bucharest,39.5%RH
2025-01-04T13:00:00+02:00 Bucharest,39.5%RH
2025-01-04T13:01:00+02:00 Bucharest,40%RH
2025-01-04T13:15:00+02:00 Bucharest,40%RH
2025-01-04T13:30:00+02:00 Bucharest,40%RH
2025-01-04T13:45:00+02:00 Bucharest,40%RH
2025-01-04T14:00:00+02:00 Bucharest,40%RH
2025-01-04T14:15:00+02:00 Bucharest,40%RH
2025-01-04T14:30:00+02:00 Bucharest,40%RH
2025-01-04T14:31:00+02:00 Bucharest,40.5%RH
2025-01-04T14:45:00+02:00 Bucharest,40.5%RH
2025-01-04T15:00:00+02:00 Bucharest,40.5%RH
2025-01-04T15:15:00+02:00 Bucharest,40.5%RH
2025-01-04T15:30:00+02:00 Bucharest,40.5%RH
2025-01-04T15:45:00+02:00 Bucharest,40.5%RH
2025-01-04T16:00:00+02:00 Bucharest,40.5%RH
2025-01-04T16:15:00+02:00 Bucharest,40.5%RH
2025-01-04T16:30:00+02:00 Bucharest,40.5%RH
2025-01-04T16:45:00+02:00 Bucharest,40.5%RH
2025-01-04T17:00:00+02:00 Bucharest,40.5%RH
2025-01-04T17:01:00+02:00 Bucharest,39.5%RH
2025-01-04T17:15:00+02:00 Bucharest,39.5%RH
2025-01-04T17:30:00+02:00 Bucharest,39.5%RH
2025-01-04T17:45:00+02:00 Bucharest,39.5%RH
2025-01-04T18:00:00+02:00 Bucharest,39.5%RH
2025-01-04T18:15:00+02:00 Bucharest,39.5%RH
2025-01-04T18:30:00+02:00 Bucharest,39.5%RH
2025-01-04T18:45:00+02:00 Bucharest,39.5%RH
2025-01-04T19:00:00+02:00 Bucharest,39.5%RH
2025-01-04T19:15:00+02:00 Bucharest,39.5%RH
2025-01-04T19:30:00+02:00 Bucharest,39.5%RH
2025-01-04T19:45:00+02:00 Bucharest,39.5%RH
2025-01-04T20:00:00+02:00 Bucharest,39.5%RH
2025-01-04T20:15:00+02:00 Bucharest,39.5%RH
2025-01-04T20:30:00+02:00 Bucharest,39.5%RH
2025-01-04T20:45:00+02:00 Bucharest,39.5%RH
2025-01-04T21:00:00+02:00 Bucharest,39.5%RH
2025-01-04T21:10:16+02:00 Bucharest,39%RH
2025-01-04T21:15:00+02:00 Bucharest,39%RH
2025-01-04T21:30:00+02:00 Bucharest,39%RH
2025-01-04T21:45:00+02:00 Bucharest,39%RH
2025-01-04T22:00:00+02:00 Bucharest,39%RH
2025-01-04T22:01:00+02:00 Bucharest,38.5%RH
2025-01-04T22:15:00+02:00 Bucharest,38.5%RH
2025-01-04T22:30:00+02:00 Bucharest,38.5%RH
2025-01-04T22:40:16+02:00 Bucharest,39%RH
2025-01-04T22:45:00+02:00 Bucharest,39%RH
2025-01-04T23:00:00+02:00 Bucharest,39%RH
2025-01-04T23:15:00+02:00 Bucharest,39%RH
2025-01-04T23:30:00+02:00 Bucharest,39%RH
2025-01-04T23:31:00+02:00 Bucharest,39.5%RH
2025-01-04T23:45:00+02:00 Bucharest,39.5%RH
2025-01-05T00:00:00+02:00 Bucharest,39.5%RH
2025-01-05T00:15:00+02:00 Bucharest,39.5%RH
2025-01-05T00:30:00+02:00 Bucharest,39.5%RH
2025-01-05T00:45:00+02:00 Bucharest,39.5%RH
2025-01-05T01:00:00+02:00 Bucharest,39.5%RH
2025-01-05T01:01:00+02:00 Bucharest,38.5%RH
2025-01-05T01:15:00+02:00 Bucharest,38.5%RH
2025-01-05T01:30:00+02:00 Bucharest,38.5%RH
2025-01-05T01:45:00+02:00 Bucharest,38.5%RH
2025-01-05T02:00:00+02:00 Bucharest,38.5%RH
2025-01-05T02:15:00+02:00 Bucharest,38.5%RH
2025-01-05T02:30:00+02:00 Bucharest,38.5%RH
2025-01-05T02:45:00+02:00 Bucharest,38.5%RH
2025-01-05T03:00:00+02:00 Bucharest,38.5%RH
2025-01-05T03:01:00+02:00 Bucharest,39%RH
2025-01-05T03:15:00+02:00 Bucharest,39%RH
2025-01-05T03:30:00+02:00 Bucharest,39%RH
2025-01-05T03:45:00+02:00 Bucharest,39%RH
2025-01-05T03:50:17+02:00 Bucharest,38.5%RH
2025-01-05T04:00:00+02:00 Bucharest,38.5%RH
2025-01-05T04:15:00+02:00 Bucharest,38.5%RH
2025-01-05T04:30:00+02:00 Bucharest,38.5%RH
2025-01-05T04:40:18+02:00 Bucharest,38%RH
2025-01-05T04:45:00+02:00 Bucharest,38%RH
2025-01-05T05:00:00+02:00 Bucharest,38%RH
2025-01-05T05:10:18+02:00 Bucharest,37.5%RH
2025-01-05T05:15:00+02:00 Bucharest,37.5%RH
2025-01-05T05:30:00+02:00 Bucharest,37.5%RH
2025-01-05T05:45:00+02:00 Bucharest,37.5%RH
2025-01-05T06:00:00+02:00 Bucharest,37.5%RH
2025-01-05T06:10:18+02:00 Bucharest,38%RH
2025-01-05T06:15:00+02:00 Bucharest,38%RH
2025-01-05T06:30:00+02:00 Bucharest,38%RH
2025-01-05T06:45:00+02:00 Bucharest,38%RH
2025-01-05T07:00:00+02:00 Bucharest,38%RH
2025-01-05T07:15:00+02:00 Bucharest,38%RH
2025-01-05T07:30:00+02:00 Bucharest,38%RH
2025-01-05T07:31:00+02:00 Bucharest,37.5%RH
2025-01-05T07:45:00+02:00 Bucharest,37.5%RH
2025-01-05T08:00:00+02:00 Bucharest,37.5%RH
2025-01-05T08:15:00+02:00 Bucharest,37.5%RH
2025-01-05T08:20:17+02:00 Bucharest,37%RH
2025-01-05T08:30:00+02:00 Bucharest,37%RH
2025-01-05T08:45:00+02:00 Bucharest,37%RH
2025-01-05T09:00:00+02:00 Bucharest,37%RH
2025-01-05T09:15:00+02:00 Bucharest,37%RH
2025-01-05T09:30:00+02:00 Bucharest,37%RH
2025-01-05T09:45:00+02:00 Bucharest,37%RH
2025-01-05T10:00:00+02:00 Bucharest,37%RH
2025-01-05T10:15:00+02:00 Bucharest,37%RH
2025-01-05T10:30:00+02:00 Bucharest,37%RH
2025-01-05T10:45:00+02:00 Bucharest,37%RH
2025-01-05T11:00:00+02:00 Bucharest,37%RH
2025-01-05T11:15:00+02:00 Bucharest,37%RH
2025-01-05T11:20:18+02:00 Bucharest,36.5%RH
2025-01-05T11:30:00+02:00 Bucharest,36.5%RH
2025-01-05T11:45:00+02:00 Bucharest,36.5%RH
2025-01-05T12:00:00+02:00 Bucharest,36.5%RH
2025-01-05T12:15:00+02:00 Bucharest,36.5%RH
2025-01-05T12:30:00+02:00 Bucharest,36.5%RH
2025-01-05T12:45:00+02:00 Bucharest,36.5%RH
2025-01-05T13:00:00+02:00 Bucharest,36.5%RH
2025-01-05T13:15:00+02:00 Bucharest,36.5%RH
2025-01-05T13:20:18+02:00 Bucharest,37%RH
2025-01-05T13:30:00+02:00 Bucharest,37%RH
2025-01-05T13:45:00+02:00 Bucharest,37%RH
2025-01-05T14:00:00+02:00 Bucharest,37%RH
2025-01-05T14:10:18+02:00 Bucharest,37.5%RH
2025-01-05T14:15:00+02:00 Bucharest,37.5%RH
2025-01-05T14:30:00+02:00 Bucharest,37.5%RH
2025-01-05T14:40:18+02:00 Bucharest,38%RH
2025-01-05T14:45:00+02:00 Bucharest,38%RH
2025-01-05T15:00:00+02:00 Bucharest,38%RH
2025-01-05T15:10:17+02:00 Bucharest,38.5%RH
2025-01-05T15:15:00+02:00 Bucharest,38.5%RH
2025-01-05T15:30:00+02:00 Bucharest,38.5%RH
2025-01-05T15:31:00+02:00 Bucharest,39%RH
2025-01-05T15:40:17+02:00 Bucharest,37.5%RH
2025-01-05T15:45:00+02:00 Bucharest,37.5%RH
2025-01-05T16:00:00+02:00 Bucharest,37.5%RH
2025-01-05T16:15:00+02:00 Bucharest,37.5%RH
2025-01-05T16:30:00+02:00 Bucharest,37.5%RH
2025-01-05T16:31:00+02:00 Bucharest,38%RH
2025-01-05T16:45:00+02:00 Bucharest,38%RH
2025-01-05T17:00:00+02:00 Bucharest,38%RH
2025-01-05T17:15:00+02:00 Bucharest,38%RH
2025-01-05T17:30:00+02:00 Bucharest,38%RH
2025-01-05T17:31:00+02:00 Bucharest,38.5%RH
2025-01-05T17:45:00+02:00 Bucharest,38.5%RH
2025-01-05T18:00:00+02:00 Bucharest,38.5%RH
2025-01-05T18:01:00+02:00 Bucharest,39%RH
2025-01-05T18:15:00+02:00 Bucharest,39%RH
2025-01-05T18:30:00+02:00 Bucharest,39%RH
2025-01-05T18:45:00+02:00 Bucharest,39%RH
2025-01-05T19:00:00+02:00 Bucharest,39%RH
2025-01-05T19:10:18+02:00 Bucharest,40%RH
2025-01-05T19:15:00+02:00 Bucharest,40%RH
2025-01-05T19:30:00+02:00 Bucharest,40%RH
2025-01-05T19:45:00+02:00 Bucharest,40%RH
2025-01-05T19:50:18+02:00 Bucharest,40.5%RH
2025-01-05T20:00:00+02:00 Bucharest,40.5%RH
2025-01-05T20:01:00+02:00 Bucharest,41%RH
2025-01-05T20:15:00+02:00 Bucharest,41%RH
2025-01-05T20:20:18+02:00 Bucharest,41.5%RH
2025-01-05T20:30:00+02:00 Bucharest,41.5%RH
2025-01-05T20:45:00+02:00 Bucharest,41.5%RH
2025-01-05T21:00:00+02:00 Bucharest,41.5%RH
2025-01-05T21:15:00+02:00 Bucharest,41.5%RH
2025-01-05T21:20:17+02:00 Bucharest,40%RH
2025-01-05T21:30:00+02:00 Bucharest,40%RH
2025-01-05T21:45:00+02:00 Bucharest,40%RH
2025-01-05T22:00:00+02:00 Bucharest,40%RH
2025-01-05T22:15:00+02:00 Bucharest,40%RH
2025-01-05T22:30:00+02:00 Bucharest,40%RH
2025-01-05T22:45:00+02:00 Bucharest,40%RH
2025-01-05T23:00:00+02:00 Bucharest,40%RH
2025-01-05T23:15:00+02:00 Bucharest,40%RH
2025-01-05T23:30:00+02:00 Bucharest,40%RH
2025-01-05T23:31:00+02:00 Bucharest,40.5%RH
2025-01-05T23:45:00+02:00 Bucharest,40.5%RH
2025-01-06T00:00:00+02:00 Bucharest,40.5%RH
2025-01-06T00:01:00+02:00 Bucharest,41.5%RH
2025-01-06T00:15:00+02:00 Bucharest,41.5%RH
2025-01-06T00:20:18+02:00 Bucharest,42%RH
2025-01-06T00:30:00+02:00 Bucharest,42%RH
2025-01-06T00:45:00+02:00 Bucharest,42%RH
2025-01-06T01:00:00+02:00 Bucharest,42%RH
2025-01-06T01:15:00+02:00 Bucharest,42%RH
2025-01-06T01:20:17+02:00 Bucharest,41.5%RH
2025-01-06T01:30:00+02:00 Bucharest,41.5%RH
2025-01-06T01:45:00+02:00 Bucharest,41.5%RH
2025-01-06T01:50:17+02:00 Bucharest,41%RH
2025-01-06T02:00:00+02:00 Bucharest,41%RH
2025-01-06T02:15:00+02:00 Bucharest,41%RH
2025-01-06T02:30:00+02:00 Bucharest,41%RH
2025-01-06T02:45:00+02:00 Bucharest,41%RH
2025-01-06T03:00:00+02:00 Bucharest,41%RH
2025-01-06T03:01:00+02:00 Bucharest,40.5%RH
2025-01-06T03:15:00+02:00 Bucharest,40.5%RH
2025-01-06T03:30:00+02:00 Bucharest,40.5%RH
2025-01-06T03:40:18+02:00 Bucharest,41%RH
2025-01-06T03:45:00+02:00 Bucharest,41%RH
2025-01-06T03:50:18+02:00 Bucharest,40.5%RH
2025-01-06T04:00:00+02:00 Bucharest,40.5%RH
2025-01-06T04:15:00+02:00 Bucharest,40.5%RH
2025-01-06T04:30:00+02:00 Bucharest,40.5%RH
2025-01-06T04:45:00+02:00 Bucharest,40.5%RH
2025-01-06T05:00:00+02:00 Bucharest,40.5%RH
2025-01-06T05:01:00+02:00 Bucharest,40%RH
2025-01-06T05:15:00+02:00 Bucharest,40%RH
2025-01-06T05:20:18+02:00 Bucharest,39.5%RH
2025-01-06T05:30:00+02:00 Bucharest,39.5%RH
2025-01-06T05:45:00+02:00 Bucharest,39.5%RH
2025-01-06T05:50:17+02:00 Bucharest,40%RH
2025-01-06T06:00:00+02:00 Bucharest,40%RH
2025-01-06T06:10:17+02:00 Bucharest,39.5%RH
2025-01-06T06:15:00+02:00 Bucharest,39.5%RH
2025-01-06T06:30:00+02:00 Bucharest,39.5%RH
2025-01-06T06:45:00+02:00 Bucharest,39.5%RH
2025-01-06T07:00:00+02:00 Bucharest,39.5%RH
2025-01-06T07:15:00+02:00 Bucharest,39.5%RH
2025-01-06T07:30:00+02:00 Bucharest,39.5%RH
2025-01-06T07:45:00+02:00 Bucharest,39.5%RH
2025-01-06T08:00:00+02:00 Bucharest,39.5%RH
2025-01-06T08:15:00+02:00 Bucharest,39.5%RH
2025-01-06T08:30:00+02:00 Bucharest,39.5%RH
2025-01-06T08:45:00+02:00 Bucharest,39.5%RH
2025-01-06T09:00:00+02:00 Bucharest,39.5%RH
2025-01-06T09:15:00+02:00 Bucharest,39.5%RH
2025-01-06T09:20:18+02:00 Bucharest,39%RH
2025-01-06T09:30:00+02:00 Bucharest,39%RH
2025-01-06T09:45:00+02:00 Bucharest,39%RH
2025-01-06T10:00:00+02:00 Bucharest,39%RH
2025-01-06T10:15:00+02:00 Bucharest,39%RH
2025-01-06T10:30:00+02:00 Bucharest,39%RH
2025-01-06T10:31:00+02:00 Bucharest,38.5%RH
2025-01-06T10:45:00+02:00 Bucharest,38.5%RH
2025-01-06T11:00:00+02:00 Bucharest,38.5%RH
2025-01-06T11:15:00+02:00 Bucharest,38.5%RH
2025-01-06T11:30:00+02:00 Bucharest,38.5%RH
2025-01-06T11:40:18+02:00 Bucharest,39%RH
2025-01-06T11:45:00+02:00 Bucharest,39%RH
2025-01-06T12:00:00+02:00 Bucharest,39%RH
2025-01-06T12:15:00+02:00 Bucharest,39%RH
2025-01-06T12:20:18+02:00 Bucharest,38.5%RH
2025-01-06T12:30:00+02:00 Bucharest,38.5%RH
2025-01-06T12:45:00+02:00 Bucharest,38.5%RH
2025-01-06T12:50:18+02:00 Bucharest,38%RH
2025-01-06T13:00:00+02:00 Bucharest,38%RH
2025-01-06T13:15:00+02:00 Bucharest,38%RH
2025-01-06T13:30:00+02:00 Bucharest,38%RH
2025-01-06T13:45:00+02:00 Bucharest,38%RH
2025-01-06T14:00:00+02:00 Bucharest,38%RH
2025-01-06T14:15:00+02:00 Bucharest,38%RH
2025-01-06T14:30:00+02:00 Bucharest,38%RH
2025-01-06T14:45:00+02:00 Bucharest,38%RH
2025-01-06T15:00:00+02:00 Bucharest,38%RH
2025-01-06T15:01:00+02:00 Bucharest,38.5%RH
2025-01-06T15:15:00+02:00 Bucharest,38.5%RH
2025-01-06T15:30:00+02:00 Bucharest,38.5%RH
2025-01-06T15:45:00+02:00 Bucharest,38.5%RH
2025-01-06T16:00:00+02:00 Bucharest,38.5%RH
2025-01-06T16:15:00+02:00 Bucharest,38.5%RH
2025-01-06T16:30:00+02:00 Bucharest,38.5%RH
2025-01-06T16:40:17+02:00 Bucharest,39%RH
2025-01-06T16:45:00+02:00 Bucharest,39%RH
2025-01-06T17:00:00+02:00 Bucharest,39%RH
2025-01-06T17:15:00+02:00 Bucharest,39%RH
2025-01-06T17:30:00+02:00 Bucharest,39%RH
2025-01-06T17:45:00+02:00 Bucharest,39%RH
2025-01-06T18:00:00+02:00 Bucharest,39%RH
2025-01-06T18:15:00+02:00 Bucharest,39%RH
2025-01-06T18:30:00+02:00 Bucharest,39%RH
2025-01-06T18:31:00+02:00 Bucharest,38.5%RH
2025-01-06T18:45:00+02:00 Bucharest,38.5%RH
2025-01-06T19:00:00+02:00 Bucharest,38.5%RH
2025-01-06T19:15:00+02:00 Bucharest,38.5%RH
2025-01-06T19:30:00+02:00 Bucharest,38.5%RH
2025-01-06T19:31:00+02:00 Bucharest,38%RH
2025-01-06T19:45:00+02:00 Bucharest,38%RH
2025-01-06T20:00:00+02:00 Bucharest,38%RH
2025-01-06T20:15:00+02:00 Bucharest,38%RH
2025-01-06T20:20:17+02:00 Bucharest,38.5%RH
2025-01-06T20:30:00+02:00 Bucharest,38.5%RH
2025-01-06T20:45:00+02:00 Bucharest,38.5%RH
2025-01-06T21:00:00+02:00 Bucharest,38.5%RH
2025-01-06T21:01:00+02:00 Bucharest,39%RH
2025-01-06T21:15:00+02:00 Bucharest,39%RH
2025-01-06T21:30:00+02:00 Bucharest,39%RH
2025-01-06T21:45:00+02:00 Bucharest,39%RH
2025-01-06T22:00:00+02:00 Bucharest,39%RH
2025-01-06T22:15:00+02:00 Bucharest,39%RH
2025-01-06T22:30:00+02:00 Bucharest,39%RH
2025-01-06T22:45:00+02:00 Bucharest,39%RH
2025-01-06T23:00:00+02:00 Bucharest,39%RH
2025-01-06T23:15:00+02:00 Bucharest,39%RH
2025-01-06T23:20:17+02:00 Bucharest,38.5%RH
2025-01-06T23:30:00+02:00 Bucharest,38.5%RH
2025-01-06T23:31:00+02:00 Bucharest,39%RH
2025-01-06T23:40:17+02:00 Bucharest,40%RH
2025-01-06T23:45:00+02:00 Bucharest,40%RH
2025-01-07T00:00:00+02:00 Bucharest,40%RH
2025-01-07T00:01:00+02:00 Bucharest,39%RH
2025-01-07T00:15:00+02:00 Bucharest,39%RH
2025-01-07T00:20:17+02:00 Bucharest,39.5%RH
2025-01-07T00:30:00+02:00 Bucharest,39.5%RH
2025-01-07T00:45:00+02:00 Bucharest,39.5%RH
2025-01-07T01:00:00+02:00 Bucharest,39.5%RH
2025-01-07T01:15:00+02:00 Bucharest,39.5%RH
2025-01-07T01:30:00+02:00 Bucharest,39.5%RH
2025-01-07T01:31:00+02:00 Bucharest,40%RH
2025-01-07T01:45:00+02:00 Bucharest,40%RH
2025-01-07T02:00:00+02:00 Bucharest,40%RH
2025-01-07T02:15:00+02:00 Bucharest,40%RH
2025-01-07T02:30:00+02:00 Bucharest,40%RH
2025-01-07T02:45:00+02:00 Bucharest,40%RH
2025-01-07T02:50:17+02:00 Bucharest,40.5%RH
2025-01-07T03:00:00+02:00 Bucharest,40.5%RH
2025-01-07T03:15:00+02:00 Bucharest,40.5%RH
2025-01-07T03:30:00+02:00 Bucharest,40.5%RH
2025-01-07T03:40:17+02:00 Bucharest,40%RH
2025-01-07T03:45:00+02:00 Bucharest,40%RH
2025-01-07T04:00:00+02:00 Bucharest,40%RH
2025-01-07T04:10:17+02:00 Bucharest,39.5%RH
2025-01-07T04:15:00+02:00 Bucharest,39.5%RH
2025-01-07T04:30:00+02:00 Bucharest,39.5%RH
2025-01-07T04:31:00+02:00 Bucharest,39%RH
2025-01-07T04:45:00+02:00 Bucharest,39%RH
2025-01-07T05:00:00+02:00 Bucharest,39%RH
2025-01-07T05:15:00+02:00 Bucharest,39%RH
2025-01-07T05:30:00+02:00 Bucharest,39%RH
2025-01-07T05:45:00+02:00 Bucharest,39%RH
2025-01-07T06:00:00+02:00 Bucharest,39%RH
2025-01-07T06:15:00+02:00 Bucharest,39%RH
2025-01-07T06:30:00+02:00 Bucharest,39%RH
2025-01-07T06:45:00+02:00 Bucharest,39%RH
2025-01-07T07:00:00+02:00 Bucharest,39%RH
2025-01-07T07:15:00+02:00 Bucharest,39%RH
2025-01-07T07:20:17+02:00 Bucharest,39.5%RH
2025-01-07T07:30:00+02:00 Bucharest,39.5%RH
2025-01-07T07:45:00+02:00 Bucharest,39.5%RH
2025-01-07T08:00:00+02:00 Bucharest,39.5%RH
2025-01-07T08:15:00+02:00 Bucharest,39.5%RH
2025-01-07T08:30:00+02:00 Bucharest,39.5%RH
2025-01-07T08:45:00+02:00 Bucharest,39.5%RH
2025-01-07T09:00:00+02:00 Bucharest,39.5%RH
2025-01-07T09:15:00+02:00 Bucharest,39.5%RH
2025-01-07T09:20:17+02:00 Bucharest,39%RH
2025-01-07T09:30:00+02:00 Bucharest,39%RH
2025-01-07T09:45:00+02:00 Bucharest,39%RH
2025-01-07T10:00:00+02:00 Bucharest,39%RH
2025-01-07T10:15:00+02:00 Bucharest,39%RH
2025-01-07T10:20:17+02:00 Bucharest,38.5%RH
2025-01-07T10:30:00+02:00 Bucharest,38.5%RH
2025-01-07T10:45:00+02:00 Bucharest,38.5%RH
2025-01-07T11:00:00+02:00 Bucharest,38.5%RH
2025-01-07T11:10:17+02:00 Bucharest,39%RH
2025-01-07T11:15:00+02:00 Bucharest,39%RH
2025-01-07T11:30:00+02:00 Bucharest,39%RH
2025-01-07T11:45:00+02:00 Bucharest,39%RH
2025-01-07T12:00:00+02:00 Bucharest,39%RH
2025-01-07T12:15:00+02:00 Bucharest,39%RH
2025-01-07T12:30:00+02:00 Bucharest,39%RH
2025-01-07T12:45:00+02:00 Bucharest,39%RH
2025-01-07T13:00:00+02:00 Bucharest,39%RH
2025-01-07T13:01:00+02:00 Bucharest,40.5%RH
2025-01-07T13:15:00+02:00 Bucharest,40.5%RH
2025-01-07T13:30:00+02:00 Bucharest,40.5%RH
2025-01-07T13:45:00+02:00 Bucharest,40.5%RH
2025-01-07T14:00:00+02:00 Bucharest,40.5%RH
2025-01-07T14:01:00+02:00 Bucharest,41%RH
2025-01-07T14:15:00+02:00 Bucharest,41%RH
2025-01-07T14:30:00+02:00 Bucharest,41%RH
2025-01-07T14:45:00+02:00 Bucharest,41%RH
2025-01-07T15:00:00+02:00 Bucharest,41%RH
2025-01-07T15:15:00+02:00 Bucharest,41%RH
2025-01-07T15:30:00+02:00 Bucharest,41%RH
2025-01-07T15:45:00+02:00 Bucharest,41%RH
2025-01-07T16:00:00+02:00 Bucharest,41%RH
2025-01-07T16:15:00+02:00 Bucharest,41%RH
2025-01-07T16:30:00+02:00 Bucharest,41%RH
2025-01-07T16:45:00+02:00 Bucharest,41%RH
2025-01-07T16:50:17+02:00 Bucharest,41.5%RH
2025-01-07T17:00:00+02:00 Bucharest,41.5%RH
2025-01-07T17:15:00+02:00 Bucharest,41.5%RH
2025-01-07T17:30:00+02:00 Bucharest,41.5%RH
2025-01-07T17:45:00+02:00 Bucharest,41.5%RH
2025-01-07T18:00:00+02:00 Bucharest,41.5%RH
2025-01-07T18:15:00+02:00 Bucharest,41.5%RH
2025-01-07T18:30:00+02:00 Bucharest,41.5%RH
2025-01-07T18:45:00+02:00 Bucharest,41.5%RH
2025-01-07T18:50:17+02:00 Bucharest,42.5%RH
2025-01-07T19:00:00+02:00 Bucharest,42.5%RH
2025-01-07T19:15:00+02:00 Bucharest,42.5%RH
2025-01-07T19:30:00+02:00 Bucharest,42.5%RH
2025-01-07T19:40:17+02:00 Bucharest,42%RH
2025-01-07T19:45:00+02:00 Bucharest,42%RH
2025-01-07T20:00:00+02:00 Bucharest,42%RH
2025-01-07T20:15:00+02:00 Bucharest,42%RH
2025-01-07T20:30:00+02:00 Bucharest,42%RH
2025-01-07T20:31:00+02:00 Bucharest,43.5%RH
2025-01-07T20:40:17+02:00 Bucharest,44%RH
2025-01-07T20:45:00+02:00 Bucharest,44%RH
2025-01-07T21:00:00+02:00 Bucharest,44%RH
2025-01-07T21:15:00+02:00 Bucharest,44%RH
2025-01-07T21:30:00+02:00 Bucharest,44%RH
2025-01-07T21:31:00+02:00 Bucharest,44.5%RH
2025-01-07T21:45:00+02:00 Bucharest,44.5%RH
2025-01-07T21:50:17+02:00 Bucharest,44%RH
2025-01-07T22:00:00+02:00 Bucharest,44%RH
2025-01-07T22:15:00+02:00 Bucharest,44%RH
2025-01-07T22:30:00+02:00 Bucharest,44%RH
2025-01-07T22:40:17+02:00 Bucharest,44.5%RH
2025-01-07T22:45:00+02:00 Bucharest,44.5%RH
2025-01-07T22:50:17+02:00 Bucharest,45%RH
2025-01-07T23:00:00+02:00 Bucharest,45%RH
2025-01-07T23:15:00+02:00 Bucharest,45%RH
2025-01-07T23:30:00+02:00 Bucharest,45%RH
2025-01-07T23:45:00+02:00 Bucharest,45%RH
2025-01-08T00:00:00+02:00 Bucharest,45%RH
2025-01-08T00:15:00+02:00 Bucharest,45%RH
2025-01-08T00:30:00+02:00 Bucharest,45%RH
2025-01-08T00:31:00+02:00 Bucharest,45.5%RH
2025-01-08T00:45:00+02:00 Bucharest,45.5%RH
2025-01-08T01:00:00+02:00 Bucharest,45.5%RH
2025-01-08T01:15:00+02:00 Bucharest,45.5%RH
2025-01-08T01:30:00+02:00 Bucharest,45.5%RH
2025-01-08T01:45:00+02:00 Bucharest,45.5%RH
2025-01-08T02:00:00+02:00 Bucharest,45.5%RH
2025-01-08T02:15:00+02:00 Bucharest,45.5%RH
2025-01-08T02:30:00+02:00 Bucharest,45.5%RH
2025-01-08T02:31:00+02:00 Bucharest,45%RH
2025-01-08T02:45:00+02:00 Bucharest,45%RH
2025-01-08T02:50:17+02:00 Bucharest,44.5%RH
2025-01-08T03:00:00+02:00 Bucharest,44.5%RH
2025-01-08T03:15:00+02:00 Bucharest,44.5%RH
2025-01-08T03:30:00+02:00 Bucharest,44.5%RH
2025-01-08T03:45:00+02:00 Bucharest,44.5%RH
2025-01-08T04:00:00+02:00 Bucharest,44.5%RH
2025-01-08T04:01:00+02:00 Bucharest,44%RH
2025-01-08T04:15:00+02:00 Bucharest,44%RH
2025-01-08T04:30:00+02:00 Bucharest,44%RH
2025-01-08T04:45:00+02:00 Bucharest,44%RH
